review,date
önceki nesil model aracımızdan gayet memnunduk severek kullanıyorduk eşimin süreçte sadece bin kilometre kullandığı aracı fazla eskimeden yenilemek üzere ocak ayında luxury line donanımlı skyscrapper gri renkli yeni araç siparişi verdik mart teslim olarak görünen aracı mayıs ayının ortasında teslim aldık aracı henüz kullandık fakat ilk izlenimlerimi başlık altında yazmak istedim zira önceki aracı almaya karar verirken buradaki paylaşımlar işimize yaramıştı öncelikle araç önceki nesle göre adeta çağ atlamış gerek teknolojik donanımı gerekse özüne sadık kalarak yaşanan köklü değişim bambaşka bir araç ortaya çıkarmış kalite olarak üst seviyede bir algı yaratıyor öte yandan ilk kullandığınızda tuşlu telefondan akıllı telefona geçmiş hissi yaratıyor tabi i̇ç hacim yine ferah sanırım önceki nesilden bir miktar büyük öyle hissettiriyor aracın yüksekliği ölçü olarak fazla artmamış olsa hissedilir derecede fazla aracın önünde durduğunuzda kaputun yüksekliği yanında durduğunuzda yan yükseklik oturma pozisyonu belirgin şekilde yüksek araç hissini oluşturmuş i̇nip binerken suv yüksekliğinde biniş hissi var bagaj hacmi azalmış tabla altındaki hacim sadece yarım açılıyor hibrit akülerinin burada olması nedeniyle arka koltukların ileri kayması sanırım bagaj konusunda problem yaşatmayacaktır önceki nesilde bagaj yüksek konumda bile yeterince yüksek değil gibiydi normal boyda birinin kafası değmese yakın duruyordu bunda yükseğin bir altı ayarda bile öncekinden yükseğe açılıyor kesinlikle iyi bir anahtarsız girişin artık araç yaklaşınca kapıları açıp uzaklaşınca kilitlemesi konforlu bir kullanış sağlamış önceki araçta şikayetçi olduğumuz sol direğin sola dönüşlerde görüşü perdelemesi sorunu neredeyse tamamen ortadan kaldırılmış önceki modelde sert olan direksiyon versiyonda tüy aşırı hafiflemiş kesinlikle olması gereken bir değişimdi direksiyon simidi kalın etli hangisi iyi karar veremedim açıkçası araç genel olarak önceki nesle göre yumuşak konforlu bir his veriyor diğer benzer araçlar kadar yaylanan bir yumuşaklık beklemeyin araçtan bmw sürüş özelliklerini koruyor halen araç teknoloji olarak başarılı herşeyin ekrandan yönetilmesi fiziksel tuş sayısının olması konusunda tereddütlü olsak özellikle grafik çözünürlüğü hızı konuda endişelerimizi ortadan kaldırdı sadece alışmanız gerekiyor zira oldukça başarılı fakat seçenekleri fazla olan bir arayüz var karşınızda artık vitesin küçücük bir şaltere dönüşmesi alışkanlık gerektiriyor özellikle park manevralarında orada bir yerde vites kolu arıyor eliniz fakat kesinlikle güzel alışınca eskisi ilkel gelecektir eminim head up display oldukça kullanışlı elbette ekran değil doğrudan ön camda olmasını tercih ederdim fakat sanırım cam eğimi nedeniyle böyle bir ekran tercih edilmiş kesinlikle güzel görünsün değil işe yarar bir head up display ekranı var önünüzde sürüş asistanı profesyonel olarak geçen yarı otonom sürüşü otoyolda denedim başarılı çalışıyor donanım yarı otonom sürüşle birlikte aynı zamanda bir karmaşık ilave güvenlik özelliği içeriyormuş çarpraz trafik asistanı kavşak dönüş asistanı yan çarpışma asistanı arka çarpışma asistanı ani trafik durmasında kaçınma asistanı yol ver dur tabelalarını okuyabilme kırmızı ışıkta belli durumlarda durabilme acil durdurma asistanı vs nedenle paketi almanızı şiddetle tavsiye ederim normal sürüşte elbette işinize yaramayacak bunlar varlığını bilmek güven veriyor araç bunları yapabilmek ön arka yan kameralar ön arka tampon kenarlarında yer alan radar sensörleri ultrasonik sensörler değil donanımları kullanıyormuş henüz ihtiyaç duyacak durumla karşılaşmadık fakat markette otoparkta yavaşça geri çıkarken bile henüz arka kamera görüntüsüne bile girmeyen yaya aracın otomatik fren yapması etkileyici aracın bir başka özelliği btknın ülkemizde connected drivea izin vermemesi nedeniyle çalışamıyor ileride btk yasaktan vazgeçerse özelliklerin güncelleneceğini düşünüyorum idrive uzaktan güncellemeye müsait btk yasağı nedeniyle uzaktan güncelleme çalışmıyor türkiyede maalesef idrive üzerindeki menüler ince detaylar güzel düşünülmüş fazla ayar yapma imkanınız var araç durumunu gösteren araç görselinde dururken tekerleklerin pozisyonunun dahi gösterilmesi üzerinde oldukça çalışıldığını gösteriyor araçta runflat lastik yok stepne yok onun yerine lastik tamir kiti var açıkçası bizim eksi bir sanırım konfora katkısı var umarım öyledir mild hybrid nedeniyle sadece özel bir durum bilmiyorum startstop başarılı çalışıyor neredeyse devreye girdiğini anlamıyorsunuz bile öncekinde titreşim nedeniyle kapatma ihtiyacı hissettiğiniz sistem nesilde rahatsız etmiyor önceki nesle göre fazla yol katetmiş konuda araç i̇lk çalıştırmadaki titreşim ortadan kaldırılmış önceki modele göre araç anlamda rölantide sürüşte bariz sessiz derece kamera sistemi başarılı görüntüler net özellikle ön kamera yan kameralar işe yarıyor alışması biraz zaman alıyor otomatik devreye giren ön arka görüntü öndeki araca yaklaşınca kuşbakışı görüşe geçmesi vs biraz teknoloji bombardımanı oluyorgeri sürüş asistanı sık kullanmayacağınız gerektiğinde faydalı bir özellik zar zor girdiğiniz bir yerden geri çıkmak işe yarayacaktırbunlar ilk izlenimlerim özetle alırken yine tereddütüne düşüp içi kalitesi donanımı özellikleri birebir aynı olan bir araca fazladan tl vermeye bütçemizin içimizin elvermediği aracı aldığımıza memnunuz düşünenlere kesinlikle tavsiye ediyorum fiyatperformans oranı önceki nesilde olduğu iyi bir araç kadar donanım teknoloji kullanım özelliklerini sanırım premium başka bir araçta fiyata bulmak zor,09.09.2023
hocam selamlar güzel yazmışsınız millet deyince atlıyor arabayı bilen yok,16.09.2023
maalesef öyle suv takıntımız malum arada kadar fiyat farkı olmasa anlarım baz donanım manuel şanzıman olsa temmuz itibariyle bin tlye sıfır km fiat egea sedan alınırken dizaynı hariç teknolojisi donanımı iç dizaynı motoru vs herşeyiyle birebir aynı olan active tourer arasında temmuz itibariyle bin tl fark olması gerçekten tercih etmeyi zorlaştırıyor öte yandan aracı uzun süre kullanacaksanız alsat yapıp para kazanmak bir niyetiniz yok bence böyle bir sınıf donanımda active tourer kesinlikle mantıklı bir seçim,23.09.2023
sanıyorum elektrikli motorun desteğiyle olsa gerek yakıt tüketimi eski biraz iyileşmiş görünüyor ağır araç güçlü bir motor olmasına rağmen yakıyor tam şehir içi yavaş trafikte sokak cadde trafiği litre aralığında geziniyor şehir dışında litrelerde,23.09.2023
teşekkürler yanıtınız,30.09.2023
ben iptal ettim ay sonra geldi dediler önerim kesinlikle sipariş vermemeniz stokta varsa almanız gidip elektrikli alacağım paraya,23.09.2023
okadar yere sordum araştırdım sadece interface bir cihaz takıyorlaronunda uygunu tl işin kötüsü dokunmatik ekran carplay ekranında çalışmıyoreğer çözüm bulursan banada haber verirseniz cok sevinirim,02.09.2023
benim araçtan hala ses yok yine zam yedik geldi fiyat i̇nat ettik bekliyoruz,02.09.2023
ben kapora yatırcaktım ocakta sonra baktım togg çekilişime girdim son teslaya kapora verdim verin biraz onu beklersiniz onlar kosa sürede teslim eder i̇kinci eli aynı fiyat araba yok resmen,02.09.2023
aracınız geldi mi geldiyse toplam bekleme süresi oldu aracın tesliminden kadar süre önce haber veriyorlar,09.09.2023
selamlar graficar isimli instagramda bir hesap var başka vardır ben bunu bulmuştum araç modellerindeki sert plastik kapı içi ceplerine uygun boyutta bir tarafı yapışkanlı süet tarzı kaplama malzemesi tasarlayıp satıyorlar bmw sordum modelleme yapabilmeleri araç gerekiyormuş yerleri i̇stanbulda neresinde incelemedim i̇lgilenen olursa yazayım dedim başka model araçlarda kullananları gördüm araca özel boyutta kesilmiş geldiği uygulaması basit işlevsel cep içine konan şeylerin tıkırtısı falan olmuyor hatta diğer yerlerdeki sert malzemeli saklama alanları mevcutsa bölgeleri kaplıyorlar kablasoz şarjlı bir model giderse bardaklık önündeki alan iyi olur resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın,09.09.2023
bardaklık torpidonun altında ses engelleyici ped var görünüyor kapı saklama gözünde yok sanırım ben serisi m paket sipariş ettim anda kullanıyorum te fotoğraflardaki bardaklıkta falan pedlerden var ses olmuyor kapı içinde yoksa orası sert plastik oraya gerekir kapı kolunda şişe konulan yerin altında ped vardır düşünüyordum i̇nstagram hesabına baktım sadece alt kısmı değil komple kaplıyorlarmış trim sesini keser baya ıslanınca koku yapar emin değilim kablosuz şarj kısmı sonradan takılabilir birşeymiş internette videoları vardı serviste takar muhtemelen bi süre sonra oraya kablosuz şarj pedi konulabilir liraya satılıyor denemek lazım kalitesini,09.09.2023
kablosuz şarj olan serisi kullandım açıkcası olmaması iyi yavaş uzun süre telefonu ısıtarak şarj ediyor doğrusu şarj edemiyor böyle iyi ancak yeni alanın altındaki ped dışında ön arka yan dikey yüzey malzemeleri sert kapı içleri zaten komple takır tukur altı yanı hiçbir izolatör yok araç paspas altındaki keçe ıslanınca kendi kurur koku yapacağını sanmıyorum forumdan bir kullancı bahsettiğim yere araç ölçümü götürürse hepimiz faydalanabiliriz,09.09.2023
gelmeyen araç yapmış adamlar ay üretilir bayramdan sonra teslim ederiz demişlerdi üretime bile girdiğine dair bir bilgilendirme yapılmadı yarın arayacağım tekrar satış danışmanını arabanın fiyatı hazirandaki üst üste zamlarla oldu bej deri koltuklarla birlikte mercedes a serisi amg den pahalı şuan ay sonu ay olacak alternatif araçta bakıyoruz erkene mantıklı bir araç bulabilirsek onu alabiliriz radara performance line girdi kesinlikle bmw mercedes den çekici bir araç yüksek kaliteye sahip donanımı oldukça iyi fiyat olarakta tl ucuz araçta buldum temmuz ortası teslim,09.09.2023
ben e kilometre exe sattım hafta önce aracım hatasızdı sarı sitede milyon isteyen bile gördüm borusan acil araç getirmeli kadar insan mağdur yazık günah,16.09.2023
dün satış danışmanının yanına gittim şeffaf bir şekilde süreci ekrandan gösterdi mail yazışmalarını bile mecbur değil halbuki aralık ayı siparişleri üretilip yola çıkmış bizim siparişimiz temmuz teslim görünüyor sene bin adete imza atmış borusan mümkün değil yetmez adet diyor şuan sipariş verenlerin araçları sarkacak tahminim ocakşubatı bulacak teslimatlar dedi şuan serisi geliyormuş kasanın son demleri yeni kasa geldiğinde gelir dedi nisan siparişleri var aradan ay geçmiş ortada araba yok diyor,16.09.2023
teslayı bekliyorum ben nisanda sipariş verdim temmuzda gelir heralde paranla rezil oluyosun araba almak dert oldu kışın normale döner artık kur faiz nedeniyle,16.09.2023
modelin coupesi sanırım m hariç görmedim gelmeyebilir bence zaten çirkin,16.09.2023
aynen öyle ülkenin içinden geçtiler ay kere zam geliyor araçlara,16.09.2023
coupe modeli çirkinlik olayına gelirsek göreceli resime gitmek tıklayın,16.09.2023
güzelmiş benim gördüklerim gözümü kanattı,16.09.2023
şubatta sipariş verdim satış danışmanı teslim temmuzda olur demişti ancak aracın anda üretimde dahil olmadığını ağustosta sonrasında geleceğini öğrendim ayda aracın gelmemesi büyük rezillik konuda bir şeyler yapılmalı borusan yetersiz kalıyor,16.09.2023
bende ay başımda sipariş verdim bana ağustoseylül teslim dediler sıraya göre araç gelmiyor anladığım kadarıyla parti parti araç geliyor partiden sırayla eşleştirme yapılıyor dolayısıyla gelen parti yeteri kadar büyükse ocakta sipariş veren haziranda sipariş veren aynı zamanda teslim alabiliyor tahminim yönde,16.09.2023
arkadaşlar kmde dizel m paket gc aracımı acil ihtiyaçtan dolayı satıyorum civarı sarı sitede km düşüklüğüne göre sıralayınca benden önceki araçlar bayiye sordum geçen hafta benzinlisi civarı,23.09.2023
bizede ay dediler benzinli ay oldu sipariş vereli ortada yok,26.08.2023
hocam ocakta verdiysen siparişini mayıs ancak beklemeye başlarsın düşünüyorum bana hazıran demişlerdi üretilirse sizinki mayısa gelebilir,26.08.2023
i̇nşallah seçimden önceye yetişir diyelim,26.08.2023
doğru dedin hocam seçimden sonra fiyatların olacağı belli olmaz valla,26.08.2023
nisan ayı bile zamlar konuşuluyor benim öngörüm seçimi mevcut hükümette kazansa muhalefette kazansa tl nin değer kaybedeceği yönünde hanıma otomatik bir araba bakıyorduk falan filan derken skoda fabia monte carlo denk getirdik fiyat anlamında tahminimden bir tık yüksek çıksada bütçemizi biraz aşsada döviz kaynaklı zamlarda kapıdayken direkt aldık geçtik millet bayide araba bulamıyorken almamam şımarıklık olurdu i̇yikide almışız bir böyle fırsat zor gelirdi bence,26.08.2023
hayırlı olsun hocam bulmuşken almanız iyi olmuş eşime bir şeyler alsak bakarken alamadık kaldı,26.08.2023
i̇htiyacınız varsa ertelemeyin derim,26.08.2023
yeni gördüm mesajınız bmw siparişini iptal ettiniz zmn anladığım kadarıyla,26.08.2023
yok hocam iptal değil bin tl zam yedik sadece araç üretim bandına girmişti gün önce muhtemelen üretimden çıkmıştır yarın bir soracağız bakalım durumdaymış,26.08.2023
geçmiş olsun arada,26.08.2023
teşekkürlermayıs teslim alırsınız zamanbüyük ihtimal bi zam yaparlar zaten gidişle,26.08.2023
teşekkür ederim fiyat liste fiyatı neyse olacak şuan sensatec deriyle birlikte civarlarına geliyor,26.08.2023
i̇nşallah olmaz,26.08.2023
hayırlı olsun güle güle kullanın kapora verip beklemek mantıklısı piyasada,26.08.2023
teşekkür ederim sağolun bugün satış danışmanıyla konuştum gün önce üretim sırasına alındığını söylemişti bugün bana söylediği haziran üretime girer temmuz gelir dedi siparişlerinin nin iptal olduğunu iptal oldukça sıranın biraz erken gelebileceğini söyledi bizde iptal edelim mi böyle yapıyorlar anlamadım ekim kasım siparişlerini yeni teslim ettiklerini aralık ocak siparişlerini mayıs haziran teslim edeceklerini ocak sonu sipariş ettiğimiz haziran temmuza kalacağını söyledi yaklaşık senedir otomotiv sektöründe satış departmanında çalışıyorum son senedirde satış müdürü olarak görev yapıyorum ben böyle görmedim vw nin yok çektiği yıllarda bile sipariş verdiğinde ayda araç gelirdi araba siparişten sonra ayda geliyor anlamadım,26.08.2023
hazirantemmuz diyorlar hocam saçmalığın daniskası i̇şi bilmesek eyvallah diyeceğim bir araç gecikse gecikse ay geciksin şaka,26.08.2023
yil olmus bmw model aracim varne navigasyon var nede carplay,02.09.2023
bmw bul serisi sipariş verdim bekleme süresi haziran diyor sipariş veren varmı belirtilen süre içinde geldimi aracınız yoksa uzadı direk oluşturduğunuz aracı aldınız,05.08.2023
